Name,Ratings,Header,Date,Product_Details,Review,Helpful
Shyam kotpalliwar,5,Ek number,19 August 2022,Pattern name: 4K Android SeriesSize name: 65 inches,,One person found this helpful
Tanish Kamath,2,Lagg,6 October 2022,Pattern name: 2K Android SeriesSize name: 32 inches,It is lagging on the first day itself,
Kanagaraj Rajendran,4,Good product and value for money. The volume is not good when we start using it,18 April 2022,Pattern name: 2K Android SeriesSize name: 32 inches,The volume is not good when we start using it,
Amazon Customer,3,Volume Issues,8 June 2022,Pattern name: 2K Android SeriesSize name: 32 inches,TV turn on time am facing volume problem automatically speaker not working once again restart a device then only tv work as a normal condition,
Sanjay Ahirrao,5,सुपर,29 July 2022,Pattern name: 4K Android SeriesSize name: 50 inches,मस्त,
Anagha,5,Superb Visual quality and features but pack in audio quality which behave abruptly,15 July 2022,Pattern name: 4K Android SeriesSize name: 43 inches,Superb Visual quality and features but pack in audio quality which behave abruptly,
Uzef khan,4,50% good,21 April 2022,Pattern name: 2K Android SeriesSize name: 32 inches,quality good but running slow open app,
Amazon Customer,5,Awesome cost effective,27 July 2022,Pattern name: 4K Android SeriesSize name: 65 inches,Awesome cost effective,
J.Rex stefil raj,5,Sound quality worst,27 July 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Sound quality worst,
Sunita Soni,5,Acceptable product i love this television,27 July 2022,Pattern name: 4K Android SeriesSize name: 50 inches,,
Amazon Customer,3,Just OK smart TV,13 October 2021,Pattern name: 2K Android SeriesSize name: 43 inches,what I like1. Pricing. I got it at approx 20K2. Light weightWhat I didn’t like:1. Picture quality on HD setup box. Over saturated colors which are not pleasant to eyes2. Sound: The dialogues are hardly audible and if you increase the sound everything seems like it’s screaming3. Low grade processor. The TV doesn’t feel snappy. Sometimes the TV get jitters while playing FHD movies via OTT apps4. Casting via VLC player for FHD content is horrible as well.5. Going back from patchwall or android tab to input tab feels laggy. I had to restart quite a few times to see the cable tv6. Build quality is average at best. Just check by touching the bezels on touch. It will bend upon pressing gently7. It seems there is a lot of space between screen and bezel & i think dust will enter into the panelIt’s is just Okay TV. Nothing so fab about it. My advise: Go for a 1.5 or 2 gb ram TV and with a better processor. This TV comes with cortex a35 which is the most basic and low grade processor,2 people found this helpful
Jayram,5,Super,15 August 2022,Pattern name: 4K Android SeriesSize name: 43 inches,,
Amazon Customer,4,Overall a good product for money.,16 March 2022,Pattern name: 4K Android SeriesSize name: 65 inches,"Overall satisfied with picture/video quality and features available.Dissatisfied with audio quality. But the most embarassing thing is voice recognition. Total mishap.Though, value for money certainly.",
Reveiw by me,3,Features like vivid and motion smoothning doesn't work,18 March 2022,Pattern name: 4K Android SeriesSize name: 43 inches,"Only one standard mode is working , other than this mode like vivid or anyother warm doesn't work , problem is automatically motion smoothning gets 'on' , sound and audio clarity is good , 43 inch smart 4k at this price point is very reasonable , not only in this brand ,even in other brands also have same problem , so i would definetely prefer bigger t.v go for good branded which can work all feautures and one more feature also doesn't work switch 'on' or 'off' in hdmi , and i have seen some hanging problems in 4k",
SONAL PEDNEKAR,5,"Amazing TV, Smooth Installation",7 July 2022,Pattern name: 4K Android SeriesSize name: 43 inches,"Product is Awesome, cool features & Value for money.Installation was also very smooth.Overall experience was amazing.",
Ajith D,4,Good Product,14 November 2021,Pattern name: 2K Android SeriesSize name: 43 inches,"This product is good, user friendly and also quiet satisfying at this prize. Display is upto the level, sound is also good, however voice recognition is poor, there is often blockage of video when watching movies with usb. Time to switch on the televison requires atleast 1 min, which is fine. There is no other problem with this tv. I have been started using the tv for the past 1 month. I reccommend everyone who wish to buy the tv at this prize. Thank you!!",One person found this helpful
Ganesh,4,"For 37,000/- 55inch, it's a good value for money.",28 July 2021,Pattern name: 4K Android SeriesSize name: 55 inches,"I got 55inch for 37k on May 2021. I chose this mainly because, it has all the high end specs like HDR10+, Android 10, MEMC, Dolby Vision & Atmos, eArc HDMI support, dual wifi support, decent RAM & ROM, MI patchwall etc. In advance picture setting, please select DARK to get the perfect 4K feeling.Everything I mentioned above is all pro.Cons:The TV build quality is very poor.MEMC does not work very well.Audio quality is average.BUG: Sometimes the audio automatically stops while watching movies/show in Prime, Hotstar, Netflix etc. In that case I need to restart the TV to get the audio back. I hope it's just a software bug.",
kuljeet singh,3,Super,30 June 2022,Pattern name: 4K Android SeriesSize name: 43 inches,Wao,
Varun Upadhyay ,2,Please consider other brands in the same range before buying this particular model.,30 August 2022,Pattern name: 2K Android SeriesSize name: 32 inches,I have a MI smart tv box for my old led tv and a few month later I bought this tv. Honestly this tv is far too slow than a mere tv box. It takes a long time to start up and the apps to load. It lags too. Seriously reconsider buying this TV,
hitesh manikrao ughade,3,Not good,18 June 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Dialogue clarity is very poor. Processing is slow.,
potla seshagirirao,5,Good,1 August 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Ok,
Shivakumar,5,picture quality & sound quality good,26 July 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Best option,
VirbhadraSingh,5,Very good,14 August 2022,Pattern name: 2K Android SeriesSize name: 32 inches,,
Dev Singh,4,"Price of product high, I will not recommend this TV to watch OTT content. Good for HD channels only.",5 March 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Price of product high, and picture quality good for HD channels only, I will not recommend this TV to watch OTT content on this tv because u will not get good quality.",
Guru Prasad B S,4,All ok except the green flicker that happens sometimes,22 March 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"There is the flicker that happens usually in green colour in the TV, it's annoying. And also getting some error message while playing some content.",
Avradeep Mukherjee,4,A good budget smart TV.,20 April 2022,Pattern name: 4K Android SeriesSize name: 55 inches,Decent Picture quality in this price range.,
SENTHIL KUMAR ,4,Super,29 April 2022,Pattern name: 4K Android SeriesSize name: 55 inches,"Satisfaction, good quality",
DASARI LOKANATH,4,Good,29 April 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Good,One person found this helpful
Ajay kumar,5,Excellent TV,5 July 2022,Pattern name: 4K Android SeriesSize name: 50 inches,"Picture quality is good , 2 GB RAM makes the operations run very smoothly , sound quality is excellent, vocals are clear",
KANTIBHAI GALSAR,4,Nice,24 April 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Nice but delivery bad,
Alex paul,5,Nice product,16 July 2022,Pattern name: 4K Android SeriesSize name: 50 inches,Picture quality and other smart features are really superb..worth buying,
Nitish kumar,5,Good,26 July 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Good,
romens,5,Best colors,15 July 2022,Pattern name: 4K Android SeriesSize name: 65 inches,What a superb tv. Much much much happy with awesome high rich colors,One person found this helpful
rajib,4,Good 👍,20 April 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Good and having fine time,
Milind Vora,3,"Good with Hardware, poor with Software",13 December 2021,Pattern name: 2K Android SeriesSize name: 43 inches,"Was among the lucky ones to get a good deal last Dassera on this TV. The hardware part of the TV is good, great speakers, good picture quality, a little on the less brighter side though and good screen in general. But it is the software which is poor. The power on off button stops working suddenly with a software upgrade, google the brand and you will understand its a big issue for many. Thankfully a youtuber gave a work around. OTT apps are also not recognised accurately by the TV, like i have Sony liv installed twice, not sure how that is even possible, but yes patchwall is poor in those terms. Even voice search is restricted to certain apps, doesnt take everything into account.So overall if you need a better software please dont go for this, i consider myself decent enough when it comes to usage of technology, but can only imagine what other homes would do with such a waste of technology.",One person found this helpful
sathish,4,Worth of money 32 inch,4 April 2022,Pattern name: 2K Android SeriesSize name: 32 inches,"Sound quality dts dolpy 👌🏻👌🏻👌🏻👌🏻👌🏻, picture good, voice recognition ok. Not bad",
MITRA BHANU PATEL,3,Wi Fi connectivity problem,18 June 2022,Pattern name: 4K Android SeriesSize name: 65 inches,Fiquent Wi Fi connectivity problem,
Amazon Customer,5,Worth the money !,25 July 2022,Pattern name: 4K Android SeriesSize name: 43 inches,,
Amazon Customer,4,Value for money,18 April 2022,Pattern name: 2K Android SeriesSize name: 32 inches,Loved the sound and picture quality,
Sanchit Sharma,4,Best in this price range,21 November 2021,Pattern name: 2K Android SeriesSize name: 32 inches,"This TV is best at this price range. I also got it at discounted price during sale. It's good one if you don't have a smart TV yet.All the features are working fine, we can install all types of apps in it using Play store or USB.The remote comes with it has Bluetooth connectivity, can work from a large range. RAM may be inadequate for some heavy user, otherwise it is just fine. You can go for it!!",One person found this helpful
